idxLoop;idxAnalysis;T;Tabs;B;F;dx;dy;dz;D2;D3
1;0;0.0;46776.32;5.008;92.24376199097381;4.546455696202532;-1.1021518987341772;-1.088;4.678140464481139;4.802993046571669
1;0;0.3179999999993015;46776.638;5.008;91.99633079970003;4.54246835443038;-1.1187974683544308;-1.088;4.678218306812726;4.803068865444022
1;0;0.919000000001688;46777.239;5.008;91.39508596938752;4.552341772151899;-1.122278481012658;-1.0846;4.688637819177674;4.8124507020252345
1;0;1.518000000003667;46777.838;5.007;90.91456885497027;4.547784810126583;-1.137151898734177;-1.0948;4.687799176587327;4.8139430989587755
1;0;2.1189999999987776;46778.439;5.007;91.1108445997439;4.551012658227847;-1.1337974683544305;-1.0846;4.690118646110887;4.813893442380815
1;0;2.7180000000007567;46779.038;5.005;90.69238997965932;4.548924050632912;-1.147215189873417;-1.088;4.691355103837572;4.815865105077471
1;0;3.319000000003143;46779.639;5.008;90.69665951919454;4.5484177215189865;-1.1537341772151897;-1.0846;4.692462713874494;4.816177268446665
1;0;3.919000000001688;46780.239;5.004;90.32996023073963;4.540696202531646;-1.1714556962025315;-1.0914;4.689374206847932;4.814705018155387
1;0;4.518000000003667;46780.838;5.005;89.93799302120235;4.540063291139241;-1.176898734177215;-1.1016;4.6901242326891515;4.817757557002843
1;0;5.118999999998778;46781.439;5.005;89.56813003841718;4.539050632911392;-1.1782911392405067;-1.1152;4.689493646114259;4.820271952592094
1;-1;5.718000000000757;46782.038;4.994;87.30093702736636;4.520443037974683;-1.204240506329114;-1.1933999999999998;4.678097952871187;4.827919222258963
1;-1;6.2739999999976135;46782.594;4.979;87.61048143429971;4.52367088607595;-1.2061392405063291;-1.1628;4.681705902021223;4.823947967486834
1;-1;6.3729999999995925;46782.693;4.963;86.90835504072275;4.520696202531646;-1.2125316455696202;-1.1729999999999998;4.680483644570486;4.825231201413236
1;-1;6.474000000001979;46782.794;4.929;86.6537256531344;4.520886075949368;-1.2102531645569619;-1.1560000000000001;4.680077310689751;4.820732271557197
1;-1;6.574000000000524;46782.894;4.867;85.37607831899953;4.5176582278481;-1.219430379746835;-1.1458000000000002;4.679342508803256;4.817582791680196
1;-1;6.673999999999069;46782.994;4.756;81.53624346455449;4.521202531645569;-1.213037974683544;-1.19;4.681103871971082;4.829993111815239
